order,cluster,parent_genre,child_genre,parent_colour,child_colour,normalised_child
364,electronic music,breakbeat,broken beats,#D52633,#D83844,brokenbeats
365,electronic music,breakbeat,bubble trance,#D52633,#D22A42,bubbletrance
366,electronic music,breakbeat,bulgarian pop,#D52633,#BF2320,bulgarianpop
367,electronic music,breakbeat,chemical breaks & big beat,#D52633,#D73032,chemicalbreaks&bigbeat
368,electronic music,breakbeat,chill beats,#D52633,#D22237,chillbeats
369,electronic music,breakbeat,chill lounge,#D52633,#DF3A4A,chilllounge
370,electronic music,breakbeat,chinese manyao,#D52633,#C52338,chinesemanyao
371,electronic music,breakbeat,chinese reggae,#D52633,#D72E2E,chinesereggae
372,electronic music,breakbeat,cinematic dubstep,#D52633,#C32425,cinematicdubstep
373,electronic music,breakbeat,classic k-pop,#D52633,#DE3036,classickpop
374,electronic music,breakbeat,contemporary r&b,#D52633,#D22D26,contemporaryr&b
375,electronic music,breakbeat,country rap,#D52633,#D02620,countryrap
376,electronic music,breakbeat,covertrance,#D52633,#C0263A,covertrance
377,electronic music,breakbeat,danish techno,#D52633,#CE2B33,danishtechno
378,electronic music,breakbeat,dark trap,#D52633,#D32339,darktrap
379,electronic music,breakbeat,darkstep,#D52633,#C32223,darkstep
380,electronic music,breakbeat,deep chill,#D52633,#DE3A3C,deepchill
381,electronic music,breakbeat,deep chill-out,#D52633,#C3252F,deepchillout
382,electronic music,breakbeat,deep discofox,#D52633,#DA343F,deepdiscofox
383,electronic music,breakbeat,deep dubstep,#D52633,#DA3A48,deepdubstep
384,electronic music,breakbeat,deep groove house,#D52633,#DD3A4C,deepgroovehouse
385,electronic music,breakbeat,deep pop edm,#D52633,#DE2937,deeppopedm
386,electronic music,breakbeat,deep turkish pop,#D52633,#C32924,deepturkishpop
387,electronic music,breakbeat,destroy techno,#D52633,#D62A29,destroytechno
388,electronic music,breakbeat,discofox,#D52633,#D93040,discofox
389,electronic music,breakbeat,downtempo bass,#D52633,#D92323,downtempobass
390,electronic music,breakbeat,dubstep product,#D52633,#C12827,dubstepproduct
391,electronic music,breakbeat,dubsteppe,#D52633,#CF2A22,dubsteppe
392,electronic music,breakbeat,dutch edm,#D52633,#DA2F34,dutchedm
393,electronic music,breakbeat,dutch experimental electronic,#D52633,#DA2D3A,dutchexperimentalelectronic
394,electronic music,breakbeat,dutch house,#D52633,#DA374C,dutchhouse
395,electronic music,breakbeat,edm trap / trapstep,#D52633,#C02745,edmtraptrapstep
396,electronic music,breakbeat,electra,#D52633,#D73C45,electra
397,electronic music,breakbeat,electro,#D52633,#D7373B,electro
398,electronic music,breakbeat,electro house,#D52633,#CC243D,electrohouse
399,electronic music,breakbeat,electro jazz,#D52633,#DD304C,electrojazz
400,electronic music,breakbeat,eletronica underground brasileira,#D52633,#C21D2A,eletronicaundergroundbrasileira
401,electronic music,breakbeat,euskal reggae,#D52633,#DB3639,euskalreggae
402,electronic music,breakbeat,experimental bass,#D52633,#D83835,experimentalbass
403,electronic music,breakbeat,experimental club,#D52633,#E03B37,experimentalclub
404,electronic music,breakbeat,experimental dub,#D52633,#D7282C,experimentaldub
405,electronic music,breakbeat,experimental house,#D52633,#C4222C,experimentalhouse
406,electronic music,breakbeat,fidget house,#D52633,#DE3540,fidgethouse
407,electronic music,breakbeat,finnish dance pop,#D52633,#DB2735,finnishdancepop
408,electronic music,breakbeat,finnish techno,#D52633,#DD2E37,finnishtechno
409,electronic music,breakbeat,float house,#D52633,#DA2F36,floathouse
410,electronic music,breakbeat,florida breaks,#D52633,#D82D44,floridabreaks
411,electronic music,breakbeat,freestyle & breakdance,#D52633,#D42749,freestyle&breakdance
412,electronic music,breakbeat,funk mexicano,#D52633,#D72B2A,funkmexicano
413,electronic music,breakbeat,georgian electronic,#D52633,#C9232E,georgianelectronic
414,electronic music,breakbeat,german dnb,#D52633,#D92B2B,germandnb
415,electronic music,breakbeat,german electronica,#D52633,#CC2832,germanelectronica
416,electronic music,breakbeat,g-house,#D52633,#D22644,ghouse
417,electronic music,breakbeat,glitch hop,#D52633,#BA2636,glitchhop
418,electronic music,breakbeat,grimewave,#D52633,#D82D38,grimewave
419,electronic music,breakbeat,halftime dnb,#D52633,#DC2A38,halftimednb
420,electronic music,breakbeat,hamburg electronic,#D52633,#DD2A29,hamburgelectronic
421,electronic music,breakbeat,indonesian ska,#D52633,#C72233,indonesianska
422,electronic music,breakbeat,indonesian trap,#D52633,#BE2524,indonesiantrap
423,electronic music,breakbeat,irish electronic,#D52633,#DA2430,irishelectronic
424,electronic music,breakbeat,italian electronica,#D52633,#CA242A,italianelectronica
425,electronic music,breakbeat,italo beats,#D52633,#D7313B,italobeats
426,electronic music,breakbeat,italo house,#D52633,#DD3742,italohouse
427,electronic music,breakbeat,japanese electronic,#D52633,#DA3A4F,japaneseelectronic
428,electronic music,breakbeat,japanese house,#D52633,#D32B46,japanesehouse
429,electronic music,breakbeat,japanese techno,#D52633,#D62922,japanesetechno
430,electronic music,breakbeat,japanese trap,#D52633,#C82327,japanesetrap
431,electronic music,breakbeat,kavkaz,#D52633,#CE223D,kavkaz
432,electronic music,breakbeat,kazakh pop,#D52633,#DC364D,kazakhpop
433,electronic music,breakbeat,klubowe,#D52633,#DB3652,klubowe
434,electronic music,breakbeat,korean hyperpop,#D52633,#DA342F,koreanhyperpop
435,electronic music,breakbeat,kyrgyz pop,#D52633,#D83E50,kyrgyzpop
436,electronic music,breakbeat,latin house,#D52633,#D63946,latinhouse
437,electronic music,breakbeat,latin viral pop,#D52633,#CD2233,latinviralpop
438,electronic music,breakbeat,latvian electronic,#D52633,#DB3C54,latvianelectronic
439,electronic music,breakbeat,lithuanian edm,#D52633,#C01F2D,lithuanianedm
440,electronic music,breakbeat,lithuanian electronic,#D52633,#C62032,lithuanianelectronic
441,electronic music,breakbeat,lithuanian pop,#D52633,#DB3B38,lithuanianpop
442,electronic music,breakbeat,marathi remix,#D52633,#D62623,marathiremix
443,electronic music,breakbeat,mashup,#D52633,#DD3647,mashup
444,electronic music,breakbeat,mestissatge,#D52633,#DC3136,mestissatge
445,electronic music,breakbeat,mewati pop,#D52633,#BA2437,mewatipop
446,electronic music,breakbeat,mexican edm,#D52633,#C1272A,mexicanedm
447,electronic music,breakbeat,minimal dubstep,#D52633,#DB2737,minimaldubstep
448,electronic music,breakbeat,musica andorra,#D52633,#DA313B,musicaandorra
449,electronic music,breakbeat,musica quintanarroense,#D52633,#DB3C3D,musicaquintanarroense
450,electronic music,breakbeat,new jack swing,#D52633,#DD3742,newjackswing
451,electronic music,breakbeat,new rave,#D52633,#CE243D,newrave
452,electronic music,breakbeat,nordic house,#D52633,#C51E24,nordichouse
453,electronic music,breakbeat,norwegian house,#D52633,#D7343F,norwegianhouse
454,electronic music,breakbeat,norwegian space disco,#D52633,#C01F3A,norwegianspacedisco
455,electronic music,breakbeat,norwegian techno,#D52633,#DE2735,norwegiantechno
456,electronic music,breakbeat,nu skool breaks,#D52633,#D42930,nuskoolbreaks
457,electronic music,breakbeat,old school bassline,#D52633,#DD3240,oldschoolbassline
458,electronic music,breakbeat,partyschlager,#D52633,#DE2F4E,partyschlager
459,electronic music,breakbeat,pinoy idol pop,#D52633,#DA3735,pinoyidolpop
460,electronic music,breakbeat,png pop,#D52633,#D33029,pngpop
461,electronic music,breakbeat,polish reggae,#D52633,#DB3E55,polishreggae
462,electronic music,breakbeat,proto-techno,#D52633,#C21E36,prototechno
463,electronic music,breakbeat,rage rap,#D52633,#C3253A,ragerap
464,electronic music,breakbeat,ragga jungle,#D52633,#C32730,raggajungle
465,electronic music,breakbeat,rasiya,#D52633,#C52741,rasiya
466,electronic music,breakbeat,redneck,#D52633,#D02126,redneck
467,electronic music,breakbeat,reggae boliviano,#D52633,#D6393D,reggaeboliviano
468,electronic music,breakbeat,riddim dubstep,#D52633,#DE3548,riddimdubstep
469,electronic music,breakbeat,russian dance,#D52633,#DC3B40,russiandance
470,electronic music,breakbeat,russian emo rap,#D52633,#BF233D,russianemorap
471,electronic music,breakbeat,russian viral pop,#D52633,#D92547,russianviralpop
472,electronic music,breakbeat,ruta destroy,#D52633,#D12A2C,rutadestroy
473,electronic music,breakbeat,sambass,#D52633,#C12A24,sambass
474,electronic music,breakbeat,scottish electronic,#D52633,#C0211F,scottishelectronic
475,electronic music,breakbeat,ska chileno,#D52633,#DE2F49,skachileno
476,electronic music,breakbeat,slap house,#D52633,#C42221,slaphouse
477,electronic music,breakbeat,slovak electronic,#D52633,#D73347,slovakelectronic
478,electronic music,breakbeat,slovenian electronic,#D52633,#DC2745,slovenianelectronic
479,electronic music,breakbeat,somatik techno,#D52633,#C22845,somatiktechno
480,electronic music,breakbeat,south african pop,#D52633,#D12241,southafricanpop
481,electronic music,breakbeat,south african techno,#D52633,#DF3649,southafricantechno
482,electronic music,breakbeat,soviet synthpop,#D52633,#D6363A,sovietsynthpop
483,electronic music,breakbeat,spanish synthpop,#D52633,#DE2542,spanishsynthpop
484,electronic music,breakbeat,sped up,#D52633,#D0263D,spedup
485,electronic music,breakbeat,speed garage,#D52633,#BC2722,speedgarage
486,electronic music,breakbeat,suomisaundi,#D52633,#BD2231,suomisaundi
487,electronic music,breakbeat,super eurobeat,#D52633,#DD2B36,supereurobeat
488,electronic music,breakbeat,swedish ebm,#D52633,#D63035,swedishebm
489,electronic music,breakbeat,swedish tropical house,#D52633,#CC2731,swedishtropicalhouse
490,electronic music,breakbeat,techno rave,#D52633,#D52B38,technorave
491,electronic music,breakbeat,tekno,#D52633,#DC3434,tekno
492,electronic music,breakbeat,trance brasileiro,#D52633,#D32441,trancebrasileiro
493,electronic music,breakbeat,trip hop,#D52633,#C4282C,triphop
494,electronic music,breakbeat,turkce remix,#D52633,#CE2336,turkceremix
495,electronic music,breakbeat,turkish electronic,#D52633,#D7393E,turkishelectronic
496,electronic music,breakbeat,turkish reggae,#D52633,#C7283A,turkishreggae
497,electronic music,breakbeat,uk dnb,#D52633,#D42831,ukdnb
498,electronic music,breakbeat,uk funky,#D52633,#C22B27,ukfunky
499,electronic music,breakbeat,uk garage,#D52633,#D4252B,ukgarage
500,electronic music,breakbeat,uk garage (2-step & speed),#D52633,#BF2342,ukgarage2step&speed
501,electronic music,breakbeat,ukrainian folk pop,#D52633,#D92A4C,ukrainianfolkpop
502,electronic music,breaks,funky breaks,#D52633,#CA2A2F,funkybreaks
503,electronic music,breaks,hardcore breaks,#D52633,#C02627,hardcorebreaks
504,rhythm music,breton folk,cape breton folk,#4364B3,#5971B8,capebretonfolk
505,rhythm music,british folk,traditional british folk,#66CC99,#47C976,traditionalbritishfolk
506,heavy / experimental,brutal death metal,technical brutal death metal,#D0802F,#934426,technicalbrutaldeathmetal
507,pop,children's music,australian children's music,#FFEB91,#F9EB91,australianchildren'smusic
508,pop,children's music,british children's music,#FFEB91,#FAE7A8,britishchildren'smusic
509,pop,children's music,canadian children's music,#FFEB91,#FAECA8,canadianchildren'smusic
510,pop,children's music,nz children's music,#FFEB91,#FAE4A8,nzchildren'smusic
511,pop,children's music,preschool children's music,#FFEB91,#F9E98F,preschoolchildren'smusic
512,heavy / experimental,christian rock,christian hard rock,#D0802F,#D28336,christianhardrock
513,pop,city pop,indonesian city pop,#FFEB91,#FBCF7E,indonesiancitypop
514,rock,classic garage rock,deep classic garage rock,#DCB250,#E5D569,deepclassicgaragerock
515,rock,classic rock,classic garage rock,#DCB250,#DDD051,classicgaragerock
516,rock,classic rock,mexican classic rock,#DCB250,#DDBB60,mexicanclassicrock
517,rhythm music,classical guitar,classical guitar duo,#4364B3,#344399,classicalguitarduo
518,rhythm music,classical guitar,classical guitar quartet,#4364B3,#39579A,classicalguitarquartet
519,rhythm music,classical guitar,italian classical guitar,#4364B3,#4553BB,italianclassicalguitar
520,electronic music,classical performance,chinese classical performance,#FF227A,#FF0A6F,chineseclassicalperformance
521,electronic music,classical performance,hungarian classical performance,#FF227A,#F3003D,hungarianclassicalperformance
522,electronic music,classical performance,japanese classical performance,#FF227A,#F3055F,japaneseclassicalperformance
523,electronic music,classical performance,korean classical performance,#FF227A,#FF034D,koreanclassicalperformance
524,electronic music,classical performance,taiwan classical performance,#FF227A,#FD024A,taiwanclassicalperformance
525,electronic music,classical performance,turkish classical performance,#FF227A,#F70071,turkishclassicalperformance
526,electronic music,classical piano,american classical piano,#FF227A,#F8043D,americanclassicalpiano
527,electronic music,classical piano,australian classical piano,#FF227A,#FB0277,australianclassicalpiano
528,electronic music,classical piano,austrian classical piano,#FF227A,#FF0E68,austrianclassicalpiano
529,electronic music,classical piano,balkan classical piano,#FF227A,#FE2C60,balkanclassicalpiano
530,electronic music,classical piano,baltic classical piano,#FF227A,#FF1162,balticclassicalpiano
531,electronic music,classical piano,belgian classical piano,#FF227A,#FF0487,belgianclassicalpiano
532,electronic music,classical piano,british classical piano,#FF227A,#FF2988,britishclassicalpiano
533,electronic music,classical piano,canadian classical piano,#FF227A,#FC2960,canadianclassicalpiano
534,electronic music,classical piano,caucasian classical piano,#FF227A,#FF097A,caucasianclassicalpiano
535,electronic music,classical piano,chinese classical piano,#FF227A,#FF0F59,chineseclassicalpiano
536,electronic music,classical piano,classical piano quartet,#FF227A,#FD388B,classicalpianoquartet
537,electronic music,classical piano,classical piano trio,#FF227A,#F7016A,classicalpianotrio
538,electronic music,classical piano,contemporary classical piano,#FF227A,#FD2B71,contemporaryclassicalpiano
539,electronic music,classical piano,czech classical piano,#FF227A,#FF0658,czechclassicalpiano
540,electronic music,classical piano,dutch classical piano,#FF227A,#FF2362,dutchclassicalpiano
541,electronic music,classical piano,french classical piano,#FF227A,#FF1C55,frenchclassicalpiano
542,electronic music,classical piano,hungarian classical piano,#FF227A,#FC215D,hungarianclassicalpiano
543,electronic music,classical piano,israeli classical piano,#FF227A,#FF1C66,israeliclassicalpiano
544,electronic music,classical piano,italian classical piano,#FF227A,#FA0047,italianclassicalpiano
545,electronic music,classical piano,japanese classical piano,#FF227A,#FF0A89,japaneseclassicalpiano
546,electronic music,classical piano,korean classical piano,#FF227A,#FF3080,koreanclassicalpiano
547,electronic music,classical piano,nordic classical piano,#FF227A,#FF297D,nordicclassicalpiano
548,electronic music,classical piano,polish classical piano,#FF227A,#FF005F,polishclassicalpiano
549,electronic music,classical piano,romanian classical piano,#FF227A,#FE0043,romanianclassicalpiano
550,electronic music,classical piano,russian classical piano,#FF227A,#FC278A,russianclassicalpiano
551,electronic music,classical piano,spanish classical piano,#FF227A,#FE0F79,spanishclassicalpiano
552,electronic music,classical piano,swiss classical piano,#FF227A,#FF1D8A,swissclassicalpiano
553,electronic music,classical piano,ukrainian classical piano,#FF227A,#FF115B,ukrainianclassicalpiano
554,electronic music,classical saxophone,classical saxophone quartet,#FF227A,#FF4189,classicalsaxophonequartet
555,electronic music,concert band,japanese concert band,#FF227A,#FF05A0,japaneseconcertband
556,electronic music,contemporary classical,american contemporary classical,#FF227A,#FA3391,americancontemporaryclassical
557,electronic music,contemporary classical,austrian contemporary classical,#FF227A,#FD2599,austriancontemporaryclassical
558,electronic music,contemporary classical,belgian contemporary classical,#FF227A,#FA015B,belgiancontemporaryclassical
559,electronic music,contemporary classical,brazilian contemporary classical,#FF227A,#F50864,braziliancontemporaryclassical
560,electronic music,contemporary classical,british contemporary classical,#FF227A,#FE1971,britishcontemporaryclassical
561,electronic music,contemporary classical,canadian contemporary classical,#FF227A,#F00248,canadiancontemporaryclassical
562,electronic music,contemporary classical,czech contemporary classical,#FF227A,#F1054A,czechcontemporaryclassical
563,electronic music,contemporary classical,danish contemporary classical,#FF227A,#F60570,danishcontemporaryclassical
564,electronic music,contemporary classical,dutch contemporary classical,#FF227A,#ED095D,dutchcontemporaryclassical
565,electronic music,contemporary classical,finnish contemporary classical,#FF227A,#FE1D68,finnishcontemporaryclassical
566,electronic music,contemporary classical,french contemporary classical,#FF227A,#F81A6B,frenchcontemporaryclassical
567,electronic music,contemporary classical,german contemporary classical,#FF227A,#E8034A,germancontemporaryclassical
568,electronic music,contemporary classical,greek contemporary classical,#FF227A,#F91E6C,greekcontemporaryclassical
569,electronic music,contemporary classical,hungarian contemporary classical,#FF227A,#F91676,hungariancontemporaryclassical
570,electronic music,contemporary classical,irish contemporary classical,#FF227A,#FD2B8C,irishcontemporaryclassical
571,electronic music,contemporary classical,italian contemporary classical,#FF227A,#E60549,italiancontemporaryclassical
572,electronic music,contemporary classical,japanese contemporary classical,#FF227A,#F93392,japanesecontemporaryclassical
573,electronic music,contemporary classical,korean contemporary classical,#FF227A,#FA2891,koreancontemporaryclassical
574,electronic music,contemporary classical,nordic contemporary classical,#FF227A,#FC2E9A,nordiccontemporaryclassical
